"","From","To","age","sex","psi",".lower",".upper",".width",".point",".interval"
"453","LL","P",0,0,1.52236242566173e-05,1.01463190589864e-05,2.24995942483243e-05,0.9,"mean","qi"
"454","LL","P",0,1,2.78801882191484e-05,1.8356421821396e-05,4.22494474772346e-05,0.9,"mean","qi"
"455","LL","P",1,0,2.35774758563761e-05,1.51935183656123e-05,3.43163614583227e-05,0.9,"mean","qi"
"456","LL","P",1,1,4.28420915599868e-05,2.90356456084882e-05,6.09301676414756e-05,0.9,"mean","qi"
"457","LL","RLNWR_N",0,0,2.54147172037257e-05,1.69492837154124e-05,3.72038799873221e-05,0.9,"mean","qi"
"458","LL","RLNWR_N",0,1,4.65042727457159e-05,2.94702173922893e-05,6.67751805005903e-05,0.9,"mean","qi"
"459","LL","RLNWR_N",1,0,3.94373004894454e-05,2.5617419058585e-05,5.77433361703261e-05,0.9,"mean","qi"
"460","LL","RLNWR_N",1,1,7.16232287856624e-05,4.87395242847194e-05,0.000101980908359477,0.9,"mean","qi"
"461","LL","RLNWR_S",0,0,5.28267622739443e-05,3.74292715288897e-05,7.34777381572849e-05,0.9,"mean","qi"
"462","LL","RLNWR_S",0,1,9.66879302969459e-05,6.45095378574768e-05,0.00013380295867937,0.9,"mean","qi"
"463","LL","RLNWR_S",1,0,8.18855072671737e-05,5.67070577447488e-05,0.000114194153603425,0.9,"mean","qi"
"464","LL","RLNWR_S",1,1,0.000148724586674003,0.000107525398466558,0.00020155942134459,0.9,"mean","qi"
"465","LL","WL",0,0,0.00100207480307816,0.00074292697826725,0.00125813752047302,0.9,"mean","qi"
"466","LL","WL",0,1,0.00183589495621123,0.00136433143038522,0.00233377530908171,0.9,"mean","qi"
"467","LL","WL",1,0,0.00154744126598775,0.00124462116555774,0.00185915909803375,0.9,"mean","qi"
"468","LL","WL",1,1,0.0028115269116514,0.00240246535846457,0.00323397178990876,0.9,"mean","qi"
"469","RLNWR_N","BB",0,0,0.0103749971579033,0.00726506615235457,0.0134504706058573,0.9,"mean","qi"
"470","RLNWR_N","BB",0,1,0.0183025273549138,0.0137013545934756,0.0237578037628016,0.9,"mean","qi"
"471","RLNWR_N","BB",1,0,0.0156073782260854,0.0124741948490762,0.0189962304370697,0.9,"mean","qi"
"472","RLNWR_N","BB",1,1,0.0268885575786663,0.0239474526249114,0.030451397813233,0.9,"mean","qi"
"473","RLNWR_N","BLNWR",0,0,4.65700241121324e-06,1.96159870563264e-06,9.32551045646003e-06,0.9,"mean","qi"
"474","RLNWR_N","BLNWR",0,1,8.20936836955525e-06,3.41121207018478e-06,1.70702310111227e-05,0.9,"mean","qi"
"475","RLNWR_N","BLNWR",1,0,7.08758864070768e-06,3.05240016136099e-06,1.4050795397713e-05,0.9,"mean","qi"
"476","RLNWR_N","BLNWR",1,1,1.22186586904454e-05,5.23957274911797e-06,2.5833314289311e-05,0.9,"mean","qi"
"477","RLNWR_N","BS",0,0,3.98903154345017e-05,2.6495190660305e-05,5.84279016882961e-05,0.9,"mean","qi"
"478","RLNWR_N","BS",0,1,7.03423936254109e-05,4.58492105439981e-05,0.000103834907257031,0.9,"mean","qi"
"479","RLNWR_N","BS",1,0,6.02679228837647e-05,3.99864768405976e-05,8.65750335020363e-05,0.9,"mean","qi"
"480","RLNWR_N","BS",1,1,0.000103847354810652,7.2595378993608e-05,0.000147330875652992,0.9,"mean","qi"
"481","RLNWR_N","CNWR",0,0,8.86522655516304e-06,5.38627905565002e-06,1.41936929028471e-05,0.9,"mean","qi"
"482","RLNWR_N","CNWR",0,1,1.56278224190412e-05,9.38342395806088e-06,2.47584750810579e-05,0.9,"mean","qi"
"483","RLNWR_N","CNWR",1,0,1.34158715670574e-05,7.83641050722046e-06,2.07556717206159e-05,0.9,"mean","qi"
"484","RLNWR_N","CNWR",1,1,2.3114888681931e-05,1.4114472678978e-05,3.55440665219534e-05,0.9,"mean","qi"
"485","RLNWR_N","HB",0,0,9.50900979479003e-06,5.8186335354817e-06,1.52350563387222e-05,0.9,"mean","qi"
"486","RLNWR_N","HB",0,1,1.67624028558536e-05,1.01023717443067e-05,2.65239354733611e-05,0.9,"mean","qi"
"487","RLNWR_N","HB",1,0,1.43904858296736e-05,8.45458930037672e-06,2.23247283657218e-05,0.9,"mean","qi"
"488","RLNWR_N","HB",1,1,2.47936710790795e-05,1.51625914155716e-05,3.8225946968152e-05,0.9,"mean","qi"
"489","RLNWR_N","HI",0,0,0.000296257819176903,0.000207201574993543,0.000395517994108215,0.9,"mean","qi"
"490","RLNWR_N","HI",0,1,0.000522514152263747,0.000361626267784424,0.000717866593641278,0.9,"mean","qi"
"491","RLNWR_N","HI",1,0,0.000446903149003442,0.000331443322182401,0.000584026207317979,0.9,"mean","qi"
"492","RLNWR_N","HI",1,1,0.000770020724330668,0.000606635518944894,0.000974995006559598,0.9,"mean","qi"
"493","RLNWR_N","LINWR",0,0,0.0030137754252111,0.0021861189772065,0.00382142625719704,0.9,"mean","qi"
"494","RLNWR_N","LINWR",0,1,0.0053153348214662,0.00395774792826818,0.00693213483429492,0.9,"mean","qi"
"495","RLNWR_N","LINWR",1,0,0.00454025270755976,0.00365678078475958,0.00555514623227897,0.9,"mean","qi"
"496","RLNWR_N","LINWR",1,1,0.00782145199536641,0.00683220069942034,0.00898701093898641,0.9,"mean","qi"
"497","RLNWR_N","LL",0,0,1.98483098195629e-05,1.26508724579595e-05,2.99903245392162e-05,0.9,"mean","qi"
"498","RLNWR_N","LL",0,1,3.49986829466329e-05,2.18314419541924e-05,5.25519051654114e-05,0.9,"mean","qi"
"499","RLNWR_N","LL",1,0,3.00020773430317e-05,1.90196870999934e-05,4.42401280385862e-05,0.9,"mean","qi"
"500","RLNWR_N","LL",1,1,5.16978931420011e-05,3.44244773318238e-05,7.59711033617061e-05,0.9,"mean","qi"
"501","RLNWR_N","M",0,0,0.000124526850318961,8.67538354867142e-05,0.000174077148998933,0.9,"mean","qi"
"502","RLNWR_N","M",0,1,0.000219567445742535,0.000149067024848538,0.000311503493235751,0.9,"mean","qi"
"503","RLNWR_N","M",1,0,0.000188085192603445,0.000132650740688962,0.00025942169482669,0.9,"mean","qi"
"504","RLNWR_N","M",1,1,0.00032403548887849,0.000240322423281398,0.00043233836709975,0.9,"mean","qi"
"505","RLNWR_N","P",0,0,0.0134416636015164,0.00921376595727452,0.0179244388941693,0.9,"mean","qi"
"506","RLNWR_N","P",0,1,0.0237165401409049,0.0172961313803766,0.0316615584188311,0.9,"mean","qi"
"507","RLNWR_N","P",1,0,0.0202087702149479,0.0158776479356143,0.025089829113191,0.9,"mean","qi"
"508","RLNWR_N","P",1,1,0.0348193727024908,0.0300435707643186,0.0406531159735553,0.9,"mean","qi"
"509","RLNWR_N","RLNWR_N",0,0,0.951142221059293,0.937542791447734,0.965083814397971,0.9,"mean","qi"
"510","RLNWR_N","RLNWR_N",0,1,0.913819970921115,0.886776901364086,0.933903961841561,0.9,"mean","qi"
"511","RLNWR_N","RLNWR_N",1,0,0.926484834801651,0.910264107680539,0.940527321542514,0.9,"mean","qi"
"512","RLNWR_N","RLNWR_N",1,1,0.873357110782023,0.859275717658771,0.886566531160182,0.9,"mean","qi"
"513","RLNWR_N","RLNWR_S",0,0,0.0213287623650631,0.015263211205417,0.0275727762506291,0.9,"mean","qi"
"514","RLNWR_N","RLNWR_S",0,1,0.0376136994933467,0.0286145120374787,0.0505547643237721,0.9,"mean","qi"
"515","RLNWR_N","RLNWR_S",1,0,0.0321041980014802,0.0253985595647103,0.0397448185294864,0.9,"mean","qi"
"516","RLNWR_N","RLNWR_S",1,1,0.0552965458444217,0.0480892579679441,0.064009675664482,0.9,"mean","qi"
"517","RLNWR_N","WL",0,0,0.000195025857501754,0.000137073534803293,0.000266580494179058,0.9,"mean","qi"
"518","RLNWR_N","WL",0,1,0.000343905000030849,0.000237544816976508,0.000478338864460927,0.9,"mean","qi"
"519","RLNWR_N","WL",1,0,0.000294413760404598,0.000214881258533469,0.000398376208600427,0.9,"mean","qi"
"520","RLNWR_N","WL",1,1,0.000507232417418245,0.00038822223655042,0.000659313193914768,0.9,"mean","qi"
"521","HB","BB",0,0,9.12759681474995e-06,5.88581285318414e-06,1.39727067402251e-05,0.9,"mean","qi"
"522","HB","BB",0,1,1.67532117991347e-05,1.06407457637449e-05,2.51806332728159e-05,0.9,"mean","qi"
"523","HB","BB",1,0,1.41707671300598e-05,8.94244718261418e-06,2.10037934058073e-05,0.9,"mean","qi"
"524","HB","BB",1,1,2.58473091291397e-05,1.68833123699898e-05,3.77090400285694e-05,0.9,"mean","qi"
"525","HB","BLNWR",0,0,3.7078863816828e-06,1.60148546147347e-06,7.08419192440706e-06,0.9,"mean","qi"
"526","HB","BLNWR",0,1,6.80001852540923e-06,2.95185047201729e-06,1.34069192019725e-05,0.9,"mean","qi"
"527","HB","BLNWR",1,0,5.79409169901663e-06,2.53709188325483e-06,1.11345232712258e-05,0.9,"mean","qi"
"528","HB","BLNWR",1,1,1.05710505574252e-05,4.73493844606221e-06,2.15798306887751e-05,0.9,"mean","qi"
"529","HB","BS",0,0,9.77938549639769e-05,6.86219862887392e-05,0.000134433170382547,0.9,"mean","qi"
"530","HB","BS",0,1,0.000179589424970072,0.000127701955159575,0.000245796932788306,0.9,"mean","qi"
"531","HB","BS",1,0,0.000151511677595077,0.000108034103395631,0.000199842491666729,0.9,"mean","qi"
"532","HB","BS",1,1,0.000276386167793633,0.000210251247719807,0.000350610844246782,0.9,"mean","qi"
"533","HB","CNWR",0,0,0.000215635395334544,0.000157001356086382,0.000283700631552942,0.9,"mean","qi"
"534","HB","CNWR",0,1,0.000395949854848295,0.000285253098201877,0.000524792660716415,0.9,"mean","qi"
"535","HB","CNWR",1,0,0.00033403732646157,0.000247154667240827,0.000424419684769799,0.9,"mean","qi"
"536","HB","CNWR",1,1,0.000609262705324523,0.000485995528486766,0.000747214885235282,0.9,"mean","qi"
"537","HB","HB",0,0,0.997968925631222,0.997390967306979,0.998519180048079,0.9,"mean","qi"
"538","HB","HB",0,1,0.996269471986892,0.995133153440417,0.997246582751693,0.9,"mean","qi"
"539","HB","HB",1,0,0.996856561707698,0.996081231869482,0.997585889368871,0.9,"mean","qi"
"540","HB","HB",1,1,0.994265850440843,0.993280739754947,0.995264792238415,0.9,"mean","qi"
"541","HB","HI",0,0,0.00013145752009218,9.27826428968592e-05,0.000177591326053162,0.9,"mean","qi"
"542","HB","HI",0,1,0.000241424693270844,0.00017359657511718,0.00032622145501276,0.9,"mean","qi"
"543","HB","HI",1,0,0.000203613461716159,0.000147460885115104,0.000267108692615907,0.9,"mean","qi"
"544","HB","HI",1,1,0.000371434641000077,0.000286769649446312,0.000463939316046796,0.9,"mean","qi"
"545","HB","LINWR",0,0,5.04680500070096e-05,3.51249608209758e-05,7.0203980453373e-05,0.9,"mean","qi"
"546","HB","LINWR",0,1,9.26418823108154e-05,6.345565006247e-05,0.000130687562795539,0.9,"mean","qi"
"547","HB","LINWR",1,0,7.82803464961946e-05,5.40194186177188e-05,0.00010760937881484,0.9,"mean","qi"
"548","HB","LINWR",1,1,0.000142770249540785,0.000104349378690062,0.000190436125349101,0.9,"mean","qi"
"549","HB","LL",0,0,0.00106935341017695,0.000766724287962571,0.00135514073425972,0.9,"mean","qi"
"550","HB","LL",0,1,0.00196464700545526,0.00144722256784305,0.00251292584459629,0.9,"mean","qi"
"551","HB","LL",1,0,0.00165332770549209,0.00131794812383913,0.00200659671189822,0.9,"mean","qi"
"552","HB","LL",1,1,0.00301621999760289,0.00259389549394847,0.00347187425095367,0.9,"mean","qi"
"553","HB","M",0,0,0.000316354071632714,0.000230475065484787,0.000410765032160766,0.9,"mean","qi"
"554","HB","M",0,1,0.000580914316845275,0.000424069552478414,0.000762000358895185,0.9,"mean","qi"
"555","HB","M",1,0,0.000489926035023645,0.000372910664199899,0.000616406840846154,0.9,"mean","qi"
"556","HB","M",1,1,0.000893588819522618,0.000729588408378551,0.00107208076955598,0.9,"mean","qi"
"557","HB","P",0,0,5.89097335074327e-06,3.6996373226386e-06,9.19400742101659e-06,0.9,"mean","qi"
"558","HB","P",0,1,1.08140131119718e-05,6.61652588308968e-06,1.68475698627019e-05,0.9,"mean","qi"
"559","HB","P",1,0,9.14493115512611e-06,5.63907630802545e-06,1.37631069445614e-05,0.9,"mean","qi"
"560","HB","P",1,1,1.66824034971919e-05,1.06485718480412e-05,2.5074101463862e-05,0.9,"mean","qi"
"561","HB","RLNWR_N",0,0,1.15074656312699e-05,7.37400291381586e-06,1.81625681014026e-05,0.9,"mean","qi"
"562","HB","RLNWR_N",0,1,2.11071898264593e-05,1.26449074729502e-05,3.24840715650161e-05,0.9,"mean","qi"
"563","HB","RLNWR_N",1,0,1.78976860582911e-05,1.06669632736519e-05,2.76159145860837e-05,0.9,"mean","qi"
"564","HB","RLNWR_N",1,1,3.26331314514298e-05,2.08414153297502e-05,4.94968107615358e-05,0.9,"mean","qi"
"565","HB","RLNWR_S",0,0,2.24153286490291e-05,1.50041169347976e-05,3.3761864042461e-05,0.9,"mean","qi"
"566","HB","RLNWR_S",0,1,4.11248105728738e-05,2.61957128954955e-05,6.0633510930687e-05,0.9,"mean","qi"
"567","HB","RLNWR_S",1,0,3.48275996643446e-05,2.15137327850392e-05,5.0887442540819e-05,0.9,"mean","qi"
"568","HB","RLNWR_S",1,1,6.3505598323151e-05,4.33631409429576e-05,9.16655477048202e-05,0.9,"mean","qi"
"569","HB","WL",0,0,9.73628157434287e-05,6.91407176773531e-05,0.000131820073532448,0.9,"mean","qi"
"570","HB","WL",0,1,0.000178761591572037,0.000126189677732596,0.000243320717804291,0.9,"mean","qi"
"571","HB","WL",1,0,0.000150906663810731,0.00010622709763081,0.000198577931226896,0.9,"mean","qi"
"572","HB","WL",1,1,0.000275247485413988,0.000209026979667722,0.00035227410583779,0.9,"mean","qi"
"573","RLNWR_S","BB",0,0,0.0144545742220539,0.0101716357941613,0.0188132117511952,0.9,"mean","qi"
"574","RLNWR_S","BB",0,1,0.0253638741947603,0.019197180299834,0.0332233434215345,0.9,"mean","qi"
"575","RLNWR_S","BB",1,0,0.0216633369130849,0.0177721649716922,0.0261877039636734,0.9,"mean","qi"
"576","RLNWR_S","BB",1,1,0.0370446050273514,0.0330194186012413,0.0419059125359302,0.9,"mean","qi"
"577","RLNWR_S","BLNWR",0,0,8.30143092761108e-06,3.6954643758448e-06,1.58863716611624e-05,0.9,"mean","qi"
"578","RLNWR_S","BLNWR",0,1,1.4558783163699e-05,6.2786414994658e-06,2.84441524862989e-05,0.9,"mean","qi"
"579","RLNWR_S","BLNWR",1,0,1.25857140177583e-05,5.70041114688269e-06,2.44284401860375e-05,0.9,"mean","qi"
"580","RLNWR_S","BLNWR",1,1,2.1536586147048e-05,9.71624902448064e-06,4.38434277820723e-05,0.9,"mean","qi"
"581","RLNWR_S","BS",0,0,5.04869262509925e-05,3.41939471375484e-05,7.1592866653523e-05,0.9,"mean","qi"
"582","RLNWR_S","BS",0,1,8.85683309948393e-05,5.91286123226249e-05,0.000129345717399497,0.9,"mean","qi"
"583","RLNWR_S","BS",1,0,7.60085335248292e-05,5.23520639270133e-05,0.000105147373019935,0.9,"mean","qi"
"584","RLNWR_S","BS",1,1,0.000130010777245075,9.40148004430461e-05,0.000178926650713204,0.9,"mean","qi"
"585","RLNWR_S","CNWR",0,0,1.93510480892511e-05,1.24868937204252e-05,2.95386417386609e-05,0.9,"mean","qi"
"586","RLNWR_S","CNWR",0,1,3.39387375497412e-05,2.19801713441485e-05,5.04970616415858e-05,0.9,"mean","qi"
"587","RLNWR_S","CNWR",1,0,2.91695408191957e-05,1.81910931286814e-05,4.24595926714784e-05,0.9,"mean","qi"
"588","RLNWR_S","CNWR",1,1,4.98894429587307e-05,3.25372461148003e-05,7.25554168731955e-05,0.9,"mean","qi"
"589","RLNWR_S","HB",0,0,1.920663013832e-05,1.24178328457598e-05,2.9333913299169e-05,0.9,"mean","qi"
"590","RLNWR_S","HB",0,1,3.36846086536205e-05,2.18229567334428e-05,5.04277553143413e-05,0.9,"mean","qi"
"591","RLNWR_S","HB",1,0,2.8954170863619e-05,1.79234660013514e-05,4.21935010167403e-05,0.9,"mean","qi"
"592","RLNWR_S","HB",1,1,4.95202895014618e-05,3.23863365125589e-05,7.20709876518591e-05,0.9,"mean","qi"
"593","RLNWR_S","HI",0,0,0.000387990529204364,0.000275430418596478,0.000505400138629952,0.9,"mean","qi"
"594","RLNWR_S","HI",0,1,0.000680732510391724,0.000495904270301784,0.000907381701384973,0.9,"mean","qi"
"595","RLNWR_S","HI",1,0,0.000583177519907811,0.000439699034086612,0.000735568032002896,0.9,"mean","qi"
"596","RLNWR_S","HI",1,1,0.000997426375585091,0.000805666862142507,0.00121379681656546,0.9,"mean","qi"
"597","RLNWR_S","LINWR",0,0,0.00662510992916642,0.00486826772374724,0.008270944032099,0.9,"mean","qi"
"598","RLNWR_S","LINWR",0,1,0.0116231305697002,0.00895733975640814,0.0147869951242578,0.9,"mean","qi"
"599","RLNWR_S","LINWR",1,0,0.00993968419191833,0.00820705717155313,0.0118532943515774,0.9,"mean","qi"
"600","RLNWR_S","LINWR",1,1,0.0169957617730054,0.0154972366203324,0.0186268783037951,0.9,"mean","qi"
"601","RLNWR_S","LL",0,0,4.27779389721735e-05,2.86350084091593e-05,6.12478967042327e-05,0.9,"mean","qi"
"602","RLNWR_S","LL",0,1,7.50448213239509e-05,4.98254526952272e-05,0.000110451117658074,0.9,"mean","qi"
"603","RLNWR_S","LL",1,0,6.44085772013272e-05,4.38383907099832e-05,8.99586557300069e-05,0.9,"mean","qi"
"604","RLNWR_S","LL",1,1,0.000110171230209965,7.87591084839493e-05,0.0001532005989202,0.9,"mean","qi"
"605","RLNWR_S","M",0,0,0.000166534931791069,0.000118214736713167,0.000225347221112,0.9,"mean","qi"
"606","RLNWR_S","M",0,1,0.000292109861310085,0.000203562106238395,0.000398451239795392,0.9,"mean","qi"
"607","RLNWR_S","M",1,0,0.000250627192881802,0.000181453100491757,0.000332660693423488,0.9,"mean","qi"
"608","RLNWR_S","M",1,1,0.000428606978518936,0.000330669142191516,0.000552027428683475,0.9,"mean","qi"
"609","RLNWR_S","P",0,0,0.0114567476604076,0.00808009246584212,0.0149487674208091,0.9,"mean","qi"
"610","RLNWR_S","P",0,1,0.0201064050183952,0.0149361147966853,0.0262568103101317,0.9,"mean","qi"
"611","RLNWR_S","P",1,0,0.0171679498689235,0.0137427909760996,0.0208700580462754,0.9,"mean","qi"
"612","RLNWR_S","P",1,1,0.0293609377492202,0.0256336627164815,0.0337172136382312,0.9,"mean","qi"
"613","RLNWR_S","RLNWR_N",0,0,0.0221342436281339,0.0159980039587276,0.0288716189449959,0.9,"mean","qi"
"614","RLNWR_S","RLNWR_N",0,1,0.038821649016348,0.0300224125663013,0.0513880775238281,0.9,"mean","qi"
"615","RLNWR_S","RLNWR_N",1,0,0.0332123129618556,0.0263551842112905,0.0406978749191167,0.9,"mean","qi"
"616","RLNWR_S","RLNWR_N",1,1,0.0567761626104539,0.0489443932038689,0.0654130483085482,0.9,"mean","qi"
"617","RLNWR_S","RLNWR_S",0,0,0.944209015864073,0.929839947198036,0.958608081133024,0.9,"mean","qi"
"618","RLNWR_S","RLNWR_S",0,1,0.902119593420366,0.873162595299189,0.923537251384957,0.9,"mean","qi"
"619","RLNWR_S","RLNWR_S",1,0,0.916331779658605,0.899981473912304,0.931112688249722,0.9,"mean","qi"
"620","RLNWR_S","RLNWR_S",1,1,0.856940874904437,0.843677560296233,0.870506960964633,0.9,"mean","qi"
"621","RLNWR_S","WL",0,0,0.00042565926079168,0.000305809726223087,0.000559170759927818,0.9,"mean","qi"
"622","RLNWR_S","WL",0,1,0.000746710127042815,0.000552217752837926,0.000988392262200065,0.9,"mean","qi"
"623","RLNWR_S","WL",1,0,0.000640005156396409,0.000485994217614149,0.000807987830503,0.9,"mean","qi"
"624","RLNWR_S","WL",1,1,0.00109449625536555,0.00088951830041361,0.00133532610812156,0.9,"mean","qi"
"625","P","BB",0,0,0.0103430349736835,0.00732861890710562,0.0132219401960092,0.9,"mean","qi"
"626","P","BB",0,1,0.018349153071984,0.0135744503121942,0.0236246730592088,0.9,"mean","qi"
"627","P","BB",1,0,0.0156106089448355,0.0123516249157179,0.0184749509976223,0.9,"mean","qi"
"628","P","BB",1,1,0.0270821098105024,0.0231565718676818,0.0312896409814101,0.9,"mean","qi"
"629","P","BLNWR",0,0,4.85876970386296e-06,2.16595443893428e-06,8.92295161246576e-06,0.9,"mean","qi"
"630","P","BLNWR",0,1,8.61240765053698e-06,3.8488736233737e-06,1.63533794698268e-05,0.9,"mean","qi"
"631","P","BLNWR",1,0,7.423381518307e-06,3.3327167593361e-06,1.36106967281021e-05,0.9,"mean","qi"
"632","P","BLNWR",1,1,1.28859378494747e-05,5.99808559896597e-06,2.50059114484754e-05,0.9,"mean","qi"
"633","P","BS",0,0,1.81210630770725e-05,1.23160317285261e-05,2.63314172151728e-05,0.9,"mean","qi"
"634","P","BS",0,1,3.21406850887534e-05,2.14012782572494e-05,4.81638110141205e-05,0.9,"mean","qi"
"635","P","BS",1,0,2.74982919918516e-05,1.82431862019799e-05,3.97462799576983e-05,0.9,"mean","qi"
"636","P","BS",1,1,4.77261416934414e-05,3.27603349887172e-05,6.71781449393552e-05,0.9,"mean","qi"
"637","P","CNWR",0,0,7.45086674720823e-06,4.86583069054764e-06,1.13725028518004e-05,0.9,"mean","qi"
"638","P","CNWR",0,1,1.3211730251331e-05,8.41666014584659e-06,1.97095078347122e-05,0.9,"mean","qi"
"639","P","CNWR",1,0,1.13204467449778e-05,7.05325553769235e-06,1.70435443760059e-05,0.9,"mean","qi"
"640","P","CNWR",1,1,1.96458782502215e-05,1.27302097692554e-05,2.9234190690664e-05,0.9,"mean","qi"
"641","P","HB",0,0,6.09265650229657e-06,3.94271661385186e-06,9.37916244203506e-06,0.9,"mean","qi"
"642","P","HB",0,1,1.08029472450066e-05,6.81742739715298e-06,1.62352748262911e-05,0.9,"mean","qi"
"643","P","HB",1,0,9.2590298028603e-06,5.71073554236375e-06,1.40930761308978e-05,0.9,"mean","qi"
"644","P","HB",1,1,1.60683353886702e-05,1.0340661743992e-05,2.43090795879374e-05,0.9,"mean","qi"
"645","P","HI",0,0,0.000139128917267855,9.98262403676097e-05,0.000187180929498846,0.9,"mean","qi"
"646","P","HI",0,1,0.000246794654912817,0.000177502460719887,0.000328401303953947,0.9,"mean","qi"
"647","P","HI",1,0,0.000210766293245283,0.000155818111133307,0.000277586193775434,0.9,"mean","qi"
"648","P","HI",1,1,0.000365759180296,0.000279868799621132,0.000461022343620629,0.9,"mean","qi"
"649","P","LINWR",0,0,0.00249419495761825,0.00186185900589865,0.00309178358751105,0.9,"mean","qi"
"650","P","LINWR",0,1,0.00442373831474564,0.00334231730364215,0.00546583828012337,0.9,"mean","qi"
"651","P","LINWR",1,0,0.00377087152509952,0.00308715283559637,0.00440988759954897,0.9,"mean","qi"
"652","P","LINWR",1,1,0.00654150844199961,0.00576972404010503,0.00735557869675663,0.9,"mean","qi"
"653","P","LL",0,0,1.48870397384169e-05,1.00209732545062e-05,2.18657791078861e-05,0.9,"mean","qi"
"654","P","LL",0,1,2.64047777144416e-05,1.74407299191431e-05,4.00027451820337e-05,0.9,"mean","qi"
"655","P","LL",1,0,2.25935402442304e-05,1.48072204978571e-05,3.29109467401922e-05,0.9,"mean","qi"
"656","P","LL",1,1,3.92144336708422e-05,2.65683528559597e-05,5.58345970730621e-05,0.9,"mean","qi"
"657","P","M",0,0,6.00210477389239e-05,4.24789525866662e-05,8.25214934489466e-05,0.9,"mean","qi"
"658","P","M",0,1,0.000106436312896967,7.43412015046493e-05,0.000147716373495686,0.9,"mean","qi"
"659","P","M",1,0,9.10424131513365e-05,6.33348797847003e-05,0.000123866278832102,0.9,"mean","qi"
"660","P","M",1,1,0.000157972030883674,0.000116285693072072,0.000209512075323147,0.9,"mean","qi"
"661","P","P",0,0,0.955992959429014,0.944774115955322,0.967231546149004,0.9,"mean","qi"
"662","P","P",0,1,0.921962931532245,0.902810422371312,0.940843149206943,0.9,"mean","qi"
"663","P","P",1,0,0.93352625044938,0.9216404406547,0.945854643851612,0.9,"mean","qi"
"664","P","P",1,1,0.884712898125891,0.870423743596009,0.898941415794083,0.9,"mean","qi"
"665","P","RLNWR_N",0,0,0.016882435506907,0.0125614318110161,0.0215584282465055,0.9,"mean","qi"
"666","P","RLNWR_N",0,1,0.0299309112268345,0.022526883197573,0.0389387368833237,0.9,"mean","qi"
"667","P","RLNWR_N",1,0,0.0255071889820616,0.0205718888331993,0.0306425285820003,0.9,"mean","qi"
"668","P","RLNWR_N",1,1,0.0442303955081825,0.0377632335026542,0.0511516562271691,0.9,"mean","qi"
"669","P","RLNWR_S",0,0,0.0138649592389325,0.0103466797781009,0.0172998271625179,0.9,"mean","qi"
"670","P","RLNWR_S",0,1,0.0245840709396879,0.01855977219533,0.0310717095877412,0.9,"mean","qi"
"671","P","RLNWR_S",1,0,0.0209447755716022,0.0170270963871114,0.0248714412403661,0.9,"mean","qi"
"672","P","RLNWR_S",1,1,0.036321990223863,0.0316355611067391,0.0411732590314208,0.9,"mean","qi"
"673","P","WL",0,0,0.000171855533069413,0.000126899187353377,0.000227668518785083,0.9,"mean","qi"
"674","P","WL",0,1,0.000304791398743222,0.00022095776546527,0.000405489522359797,0.9,"mean","qi"
"675","P","WL",1,0,0.000260401130322084,0.000194253730905627,0.000336719080265141,0.9,"mean","qi"
"676","P","WL",1,1,0.000451825951529246,0.000351897412744336,0.000563886079074772,0.9,"mean","qi"
